Angle,PSD
66.8957,41
66.911,42
66.9264,38
66.9417,48
66.957,38
66.9724,44
66.9877,38
67.003,30
67.0184,42
67.0337,50
67.049,42
67.0644,35
67.0797,53
67.095,46
67.1104,35
67.1257,54
67.141,36
67.1563,33
67.1717,40
67.187,42
67.2023,58
67.2177,47
67.233,44
67.2483,48
67.2637,51
67.279,39
67.2943,42
67.3097,61
67.325,46
67.3403,44
67.3557,60
67.371,62
67.3863,58
67.4017,71
67.417,96
67.4323,133
67.4477,176
67.463,199
67.4783,255
67.4937,384
67.509,579
67.5243,664
67.5397,533
67.555,387
67.5703,230
67.5856,166
67.601,122
67.6163,112
67.6316,119
67.647,129
67.6623,181
67.6776,189
67.693,261
67.7083,389
67.7236,339
67.739,277
67.7543,166
67.7696,117
67.785,87
67.8003,72
67.8156,78
67.831,52
67.8463,55
67.8616,44
67.877,57
67.8923,41
67.9076,61
67.923,37
67.9383,46
67.9536,22
67.9689,46
67.9843,29
67.9996,47
68.0149,42
68.0303,36
68.0456,29
68.0609,37
68.0763,34
68.0916,51
68.1069,39
68.1223,33
68.1376,42
68.1529,39
68.1683,43
68.1836,40
68.1989,39
68.2143,32
68.2296,41
68.2449,48
68.2603,33
68.2756,35
68.2909,43
68.3063,36
68.3216,35
68.3369,31
68.3523,39
68.3676,37
68.3829,33
68.3982,36
68.4136,37
68.4289,42
68.4442,45
68.4596,31
68.4749,44
68.4902,49
68.5056,57
68.5209,70
68.5362,58
68.5516,55
68.5669,60
68.5822,34
68.5976,38
68.6129,44
68.6282,39
68.6436,39
68.6589,44
68.6742,44
68.6896,43
68.7049,48
68.7202,45
68.7356,56
68.7509,26
68.7662,53
68.7815,39
68.7969,34
68.8122,48
68.8275,38
68.8429,48
68.8582,38
68.8735,41
68.8889,52
68.9042,40
68.9195,43
68.9349,46
68.9502,41
68.9655,43
68.9809,37
68.9962,42
69.0115,44
69.0269,27
69.0422,39
69.0575,24
69.0729,43
69.0882,36
69.1035,36
69.1189,42
69.1342,43
69.1495,26
69.1649,33
69.1802,32
69.1955,35
69.2108,30
69.2262,44
69.2415,41
69.2568,36
69.2722,30
69.2875,40
69.3028,47
69.3182,43
69.3335,30
69.3488,30
69.3642,41
69.3795,40
69.3948,35
69.4102,36
69.4255,27
69.4408,53
69.4562,43
69.4715,32
69.4868,37
69.5022,33
69.5175,43
69.5328,37
69.5482,31
69.5635,44
69.5788,42
69.5941,38
69.6095,44
69.6248,43
69.6401,42
69.6555,42
69.6708,29
69.6861,40
69.7015,45
69.7168,26
69.7321,46
69.7475,31
69.7628,39
69.7781,35
69.7935,40
69.8088,27
69.8241,36
69.8395,35
69.8548,39
69.8701,41
69.8855,41
69.9008,30
69.9161,35
69.9315,36
69.9468,46
69.9621,40
69.9775,31
69.9928,34
70.0081,33
70.0234,46
70.0388,37
70.0541,43
70.0694,32
70.0848,43
70.1001,39
70.1154,35
70.1308,28
70.1461,38
70.1614,32
70.1768,31
70.1921,32
70.2074,44
70.2228,25
70.2381,40
70.2534,43
70.2688,26
70.2841,46
70.2994,40
70.3148,46
70.3301,41
70.3454,41
70.3608,45
70.3761,42
70.3914,52
70.4067,45
70.4221,37
70.4374,46
70.4527,46
70.4681,55
70.4834,40
70.4987,49
70.5141,58
70.5294,45
70.5447,44
70.5601,50
70.5754,50
70.5907,64
70.6061,47
70.6214,41
70.6367,51
70.6521,45
70.6674,51
70.6827,38
70.6981,41
70.7134,48
70.7287,46
70.7441,45
70.7594,58
70.7747,50
70.7901,59
70.8054,79
70.8207,69
70.836,82
70.8514,87
70.8667,59
70.882,68
70.8974,68
70.9127,52
70.928,69
70.9434,71
70.9587,75
70.974,98
70.9894,97
71.0047,92
71.02,100
71.0354,91
71.0507,90
71.066,71
71.0814,74
71.0967,78
71.112,72
71.1274,93
71.1427,129
71.158,124
71.1734,147
71.1887,160
71.204,172
71.2193,170
71.2347,119
71.25,106
71.2653,72
71.2807,72
71.296,57
71.3113,58
71.3267,71
71.342,76
71.3573,94
71.3727,88
71.388,94
71.4033,98
71.4187,92
71.434,96
71.4493,63
71.4647,51
71.48,51
71.4953,51
71.5107,39
71.526,49
71.5413,35
71.5567,41
71.572,38
71.5873,37
71.6027,40
71.618,42
71.6333,33
71.6486,27
71.664,42
71.6793,41
71.6946,36
71.71,57
71.7253,30
71.7406,62
71.756,51
71.7713,70
71.7866,66
71.802,82
71.8173,77
71.8326,58
71.848,38
71.8633,43
71.8786,45
71.894,48
71.9093,47
71.9246,42
71.94,50
71.9553,46
71.9706,49
71.986,56
72.0013,58
72.0166,54
72.0319,52
72.0473,52
72.0626,52
72.0779,35
72.0933,41
72.1086,37
72.1239,35
72.1393,27
72.1546,40
72.1699,37
72.1853,50
72.2006,49
72.2159,37
72.2313,37
72.2466,47
72.2619,33
72.2773,36
72.2926,38
72.3079,36
72.3233,39
72.3386,45
72.3539,46
72.3693,36
72.3846,30
72.3999,40
72.4153,42
72.4306,28
72.4459,28
72.4612,32
72.4766,32
72.4919,37
72.5072,46
72.5226,46
72.5379,37
72.5532,45
72.5686,50
72.5839,33
72.5992,36
72.6146,51
72.6299,44
72.6452,39
72.6606,54
72.6759,40
72.6912,51
72.7066,76
72.7219,78
72.7372,97
72.7526,134
72.7679,100
72.7832,123
72.7986,108
72.8139,112
72.8292,82
72.8445,88
72.8599,73
72.8752,75
72.8905,70
72.9059,103
72.9212,95
72.9365,136
72.9519,187
72.9672,167
72.9825,145
72.9979,114
73.0132,93
73.0285,80
73.0439,81
73.0592,82
73.0745,79
73.0899,67
73.1052,60
73.1205,57
73.1359,76
73.1512,71
73.1665,99
73.1819,70
73.1972,54
73.2125,66
73.2279,67
73.2432,39
73.2585,46
73.2738,42
73.2892,33
73.3045,37
73.3198,31
73.3352,46
73.3505,45
73.3658,40
73.3812,33
73.3965,32
73.4118,36
73.4272,36
73.4425,45
73.4578,41
73.4732,35
73.4885,49
73.5038,32
73.5192,45
73.5345,39
73.5498,53
73.5652,32
73.5805,40
73.5958,42
73.6112,41
73.6265,35
73.6418,36
73.6571,45
73.6725,36
73.6878,32
73.7031,44
73.7185,44
73.7338,29
73.7491,45
73.7645,28
73.7798,28
73.7951,40
73.8105,27
73.8258,31
73.8411,47
73.8565,33
73.8718,30
73.8871,26
73.9025,42
73.9178,44
73.9331,32
73.9485,39
73.9638,36
73.9791,36
73.9945,28
74.0098,32
74.0251,46
74.0405,43
74.0558,33
74.0711,30
74.0864,37
74.1018,31
74.1171,36
74.1324,36
74.1478,38
74.1631,42
74.1784,22
74.1938,38
74.2091,25
74.2244,39
74.2398,30
74.2551,35
74.2704,20
74.2858,40
74.3011,30
74.3164,27
74.3318,23
74.3471,28
74.3624,28
74.3778,32
74.3931,29
74.4084,24
74.4238,32
74.4391,32
74.4544,24
74.4698,24
74.4851,34
74.5004,29
74.5157,24
74.5311,30
74.5464,32
74.5617,35
74.5771,54
74.5924,39
74.6077,37
74.6231,37
74.6384,39
74.6537,32
74.6691,25
74.6844,34
74.6997,28
74.7151,27
74.7304,25
74.7457,34
74.7611,42
74.7764,40
74.7917,41
74.8071,41
74.8224,35
74.8377,32
74.8531,30
74.8684,38
74.8837,40
74.899,43
74.9144,39
74.9297,36
74.945,38
