,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2,z_Ba_layer3,z_S_layer3,z_diff_layer3
90,90,452.8090452261306,1.253243690234375,0.8720423796875287,0.38120131054684636,5.91341121581592,5.866541218828125,0.04686999698779459,10.771461116645751,10.818873676132814,-0.04741255948706247,15.436618580039065,15.816821868671875,-0.38020328863280994
91,91,457.8291457286432,1.252378946093018,0.8706792030078407,0.3816997430851772,5.912420851013429,5.865399151250001,0.04702169976342763,10.770123051723145,10.817257038789062,-0.04713398706591754,15.436531877382812,15.81538827464844,-0.37885639726562736
92,92,462.84924623115575,1.2526623473430178,0.8718557405469027,0.3808066067961151,5.914697488242187,5.866803381796876,0.04789410644531156,10.771718329529055,10.819347023007813,-0.04762869347875842,15.439810400507813,15.818042196250001,-0.3782317957421881
93,93,467.8693467336683,1.2536911600788574,0.87225790285159,0.3814332572272674,5.916789482658447,5.867234592460937,0.049554890197510026,10.770223214566652,10.818477264765626,-0.048254050198973886,15.439327592382813,15.816008380898438,-0.3766807885156247
94,94,472.8894472361809,1.2497163631250001,0.8682035325390891,0.381512830585911,5.912561736761475,5.86265915921875,0.04990257754272509,10.76438224343384,10.812678569453126,-0.048296326019286795,15.43576574,15.810723463125,-0.3749577231250001
95,95,477.90954773869345,1.24982744765625,0.8702814536328393,0.3795459940234108,5.91349799035083,5.865743956523438,0.04775403382739185,10.767054638904787,10.816947479921877,-0.04989284101709046,15.437562885546877,15.812994061171876,-0.3754311756249997
96,96,482.929648241206,1.250697438671875,0.8719082305469014,0.37878920812497363,5.913569183163331,5.865483048632813,0.04808613453051791,10.768839182931885,10.816130732265625,-0.04729154933374069,15.433902081289062,15.810502395390627,-0.37660031410156414
97,97,487.94974874371854,1.2493285591796877,0.8733778251172143,0.37595073406247337,5.9137577890610356,5.867376758085938,0.04638103097509738,10.773626796606688,10.820266986992188,-0.04664019038549938,15.437884643203127,15.81503179371094,-0.3771471505078132
98,98,492.9698492462311,1.25264222671875,0.8772532637109656,0.37538896300778446,5.92084592972876,5.871793201015625,0.04905272871313482,10.777750482347413,10.824053275585937,-0.04630279323852449,15.442188919453127,15.818678574609375,-0.37648965515624866
99,99,497.9899497487437,1.2531990875795898,0.8777705368359641,0.3754285507436257,5.921244389255616,5.870946869531251,0.05029751972436536,10.779769322386475,10.823620653867188,-0.043851331480713185,15.442345076757814,15.81798888703125,-0.3756438102734361
100,100,503.01005025125625,1.2517582388679198,0.8752841673828394,0.3764740714850804,5.920065201832276,5.872206697734375,0.047858504097900934,10.782588054379394,10.82658742042969,-0.04399936605029531,15.445579402890626,15.82097730625,-0.3753979033593744
101,101,508.0301507537688,1.2513170081647949,0.875620525117216,0.37569648304757886,5.919115508978518,5.871841028242187,0.04727448073633056,10.780350266409911,10.825842667304688,-0.04549240089477635,15.44515439097583,15.82018537058594,-0.3750309796101092
102,102,513.0502512562814,1.2501717447265626,0.8770905953515895,0.37308114937497305,5.9169123989011245,5.8723789173046885,0.044533481596436,10.778555392815429,10.824945906953126,-0.04639051413769657,15.444252309804689,15.818609518476563,-0.3743572086718743
103,103,518.0703517587939,1.2482444254665532,0.8745346523437755,0.37370977312277776,5.9125745443713384,5.869547382539063,0.04302716183227506,10.772646183206055,10.82235801390625,-0.049711830700195137,15.442450721796877,15.816992246132815,-0.3745415243359371
104,104,523.0904522613065,1.2468927259353033,0.8720200416015893,0.374872684333714,5.910871394840089,5.866418116328125,0.04445327851196357,10.765486228205322,10.817792178007814,-0.05230594980249137,15.437695212147705,15.813209837148438,-0.37551462500073285
105,105,528.1105527638191,1.2484971246462409,0.8720224525390926,0.37647467210714824,5.9099419074174815,5.865151148085937,0.044790759331544194,10.766060549730955,10.8161247125,-0.05006416276904524,15.435214403828127,15.811852666445315,-0.37663826261718825
106,106,533.1306532663316,1.248388813552491,0.8722575956640901,0.37613121788840087,5.9103776291362315,5.864607054609376,0.04577057452685551,10.769504650628662,10.817780060273439,-0.048275409644777056,15.439172062461672,15.81464215625,-0.3754700937883282
107,107,538.1507537688442,1.2483927188266606,0.874245895625027,0.3741468232016336,5.9115373990588385,5.866023157226563,0.045514241832275815,10.771517613168458,10.818298523515626,-0.04678091034716836,15.439252200625734,15.813382763671878,-0.374130563046144
108,108,543.1708542713568,1.2514415503508305,0.8783266504297149,0.3731148999211156,5.916423443633546,5.870189817460938,0.046233626172607956,10.77755825055127,10.821995631171877,-0.044437380620607314,15.444617127853027,15.816780467500001,-0.3721633396469741
109,109,548.1909547738693,1.250364298205322,0.8783560650390909,0.3720082331662311,5.917351494808349,5.871975723007813,0.04537577180053631,10.77812194156543,10.823708196914064,-0.04558625534863303,15.444821793284913,15.816546674453127,-0.37172488116821434
110,110,553.2110552763819,1.2476359619921877,0.8762892131250273,0.37134674886716046,5.916244949808349,5.871953858398438,0.044291091409911054,10.77619299695166,10.823102718203126,-0.046909721251465086,15.445125702777833,15.815619325078126,-0.3704936223002928
111,111,558.2311557788944,1.2460081276569825,0.875861572890652,0.3701465547663305,5.915110599297607,5.871706628398439,0.0434039708991687,10.777824978904786,10.82450671078125,-0.04668173187646474,15.445109953205325,15.815509916562501,-0.3703999633571762
112,112,563.251256281407,1.24294936902417,0.8745915969140877,0.36835777211008225,5.914724583595946,5.869772267109376,0.04495231648657061,10.778609606755616,10.823086171914062,-0.04447656515844578,15.445685041601564,15.81286703886719,-0.36718199726562517
113,113,568.2713567839196,1.2440643305866699,0.8768454777344026,0.3672188528522673,5.918992993677001,5.8714311996093755,0.04756179406762584,10.781086708085207,10.824639725859376,-0.04355301777416898,15.448707688280518,15.81489709167969,-0.36618940339917216
114,114,573.2914572864321,1.246384187383545,0.8791774850000255,0.3672067023835196,5.921824940161375,5.8725137499609374,0.04931119020043795,10.782854978278323,10.82503007558594,-0.04217509730761648,15.449360115196047,15.816248367226564,-0.3668882520305168
