Angle,PSD
10.5963,22
10.6116,18
10.627,20
10.6423,21
10.6576,25
10.673,15
10.6883,21
10.7036,26
10.719,27
10.7343,27
10.7496,39
10.765,27
10.7803,26
10.7956,42
10.811,35
10.8263,14
10.8416,24
10.857,26
10.8723,27
10.8876,27
10.903,40
10.9183,23
10.9336,26
10.9489,28
10.9643,26
10.9796,25
10.9949,25
11.0103,30
11.0256,27
11.0409,32
11.0563,25
11.0716,18
11.0869,28
11.1023,26
11.1176,26
11.1329,48
11.1483,25
11.1636,27
11.1789,29
11.1943,37
11.2096,31
11.2249,38
11.2403,43
11.2556,34
11.2709,32
11.2863,26
11.3016,25
11.3169,29
11.3322,31
11.3476,18
11.3629,26
11.3782,23
11.3936,27
11.4089,24
11.4242,27
11.4396,24
11.4549,32
11.4702,34
11.4856,33
11.5009,23
11.5162,19
11.5316,30
11.5469,26
11.5622,29
11.5776,27
11.5929,20
11.6082,40
11.6236,26
11.6389,30
11.6542,22
11.6696,16
11.6849,24
11.7002,25
11.7156,30
11.7309,34
11.7462,29
11.7615,26
11.7769,24
11.7922,20
11.8075,22
11.8229,18
11.8382,25
11.8535,33
11.8689,32
11.8842,37
11.8995,38
11.9149,34
11.9302,32
11.9455,28
11.9609,37
11.9762,22
11.9915,26
12.0069,25
12.0222,14
12.0375,21
12.0529,32
12.0682,22
12.0835,26
12.0989,29
12.1142,21
12.1295,26
12.1448,30
12.1602,31
12.1755,30
12.1908,23
12.2062,22
12.2215,20
12.2368,40
12.2522,27
12.2675,28
12.2828,25
12.2982,22
12.3135,32
12.3288,27
12.3442,31
12.3595,32
12.3748,27
12.3902,30
12.4055,19
12.4208,21
12.4362,22
12.4515,20
12.4668,31
12.4822,36
12.4975,20
12.5128,38
12.5282,29
12.5435,27
12.5588,28
12.5741,29
12.5895,25
12.6048,25
12.6201,35
12.6355,26
12.6508,39
12.6661,24
12.6815,33
12.6968,24
12.7121,31
12.7275,33
12.7428,31
12.7581,27
12.7735,33
12.7888,20
12.8041,27
12.8195,26
12.8348,26
12.8501,30
12.8655,31
12.8808,31
12.8961,24
12.9115,31
12.9268,25
12.9421,30
12.9574,27
12.9728,36
12.9881,38
13.0034,26
13.0188,25
13.0341,33
13.0494,28
13.0648,33
13.0801,30
13.0954,29
13.1108,30
13.1261,38
13.1414,33
13.1568,32
13.1721,30
13.1874,32
13.2028,31
13.2181,19
13.2334,25
13.2488,30
13.2641,33
13.2794,27
13.2948,34
13.3101,32
13.3254,24
13.3408,26
13.3561,34
13.3714,36
13.3867,35
13.4021,28
13.4174,35
13.4327,21
13.4481,32
13.4634,22
13.4787,30
13.4941,30
13.5094,44
13.5247,27
13.5401,32
13.5554,32
13.5707,24
13.5861,30
13.6014,22
13.6167,37
13.6321,31
13.6474,36
13.6627,31
13.6781,21
13.6934,27
13.7087,43
13.7241,47
13.7394,33
13.7547,26
13.77,42
13.7854,44
13.8007,50
13.816,48
13.8314,70
13.8467,53
13.862,95
13.8774,118
13.8927,158
13.908,252
13.9234,337
13.9387,460
13.954,457
13.9694,424
13.9847,318
14,206
14.0154,122
14.0307,90
14.046,56
14.0614,53
14.0767,54
14.092,36
14.1074,44
14.1227,31
14.138,41
14.1534,38
14.1687,30
14.184,29
14.1993,31
14.2147,24
14.23,26
14.2453,27
14.2607,27
14.276,23
14.2913,26
14.3067,30
14.322,32
14.3373,27
14.3527,37
14.368,24
14.3833,29
14.3987,25
14.414,28
14.4293,27
14.4447,24
14.46,27
14.4753,28
14.4907,31
14.506,38
14.5213,27
14.5367,29
14.552,27
14.5673,15
14.5826,31
14.598,24
14.6133,17
14.6286,30
14.644,26
14.6593,25
14.6746,34
14.69,24
14.7053,26
14.7206,20
14.736,32
14.7513,25
14.7666,18
14.782,23
14.7973,26
14.8126,30
14.828,19
14.8433,29
14.8586,32
14.874,21
14.8893,19
14.9046,30
14.92,32
14.9353,24
14.9506,27
14.966,28
14.9813,28
14.9966,23
15.0119,24
15.0273,26
15.0426,23
15.0579,31
15.0733,19
15.0886,20
15.1039,21
15.1193,26
15.1346,25
15.1499,19
15.1653,31
15.1806,24
15.1959,28
15.2113,18
15.2266,30
15.2419,19
15.2573,22
15.2726,25
15.2879,20
15.3033,27
15.3186,24
15.3339,23
15.3493,38
15.3646,29
15.3799,28
15.3952,23
15.4106,24
15.4259,22
15.4412,29
15.4566,19
15.4719,23
15.4872,32
15.5026,18
15.5179,30
15.5332,17
15.5486,35
15.5639,17
15.5792,26
15.5946,30
15.6099,27
15.6252,25
15.6406,24
15.6559,23
15.6712,20
15.6866,24
15.7019,27
15.7172,23
15.7326,23
15.7479,15
15.7632,19
15.7786,27
15.7939,17
15.8092,25
15.8245,19
15.8399,26
15.8552,23
15.8705,19
15.8859,24
15.9012,20
15.9165,20
15.9319,20
15.9472,24
15.9625,20
15.9779,28
15.9932,22
16.0085,22
16.0239,24
16.0392,22
16.0545,20
16.0699,23
16.0852,19
16.1005,15
16.1159,25
16.1312,39
16.1465,16
16.1619,27
16.1772,29
16.1925,26
16.2078,27
16.2232,34
16.2385,30
16.2538,23
16.2692,28
16.2845,27
16.2998,26
16.3152,22
16.3305,31
16.3458,23
16.3612,34
16.3765,26
16.3918,21
16.4072,26
16.4225,19
16.4378,32
16.4532,25
16.4685,25
16.4838,17
16.4992,22
16.5145,21
16.5298,25
16.5452,28
16.5605,32
16.5758,23
16.5912,20
16.6065,21
16.6218,25
16.6371,24
16.6525,15
16.6678,21
16.6831,20
16.6985,25
16.7138,21
16.7291,24
16.7445,18
16.7598,31
16.7751,23
16.7905,29
16.8058,29
16.8211,34
16.8365,20
16.8518,16
16.8671,21
16.8825,25
16.8978,27
16.9131,12
16.9285,23
16.9438,23
16.9591,26
16.9745,14
16.9898,28
17.0051,17
17.0204,14
17.0358,26
17.0511,25
17.0664,27
17.0818,19
17.0971,18
17.1124,17
17.1278,24
17.1431,21
17.1584,19
17.1738,28
17.1891,23
17.2044,26
17.2198,19
17.2351,26
17.2504,25
17.2658,28
17.2811,22
17.2964,27
17.3118,29
17.3271,19
17.3424,22
17.3578,21
17.3731,26
17.3884,16
17.4038,21
17.4191,38
17.4344,20
17.4497,28
17.4651,29
17.4804,17
17.4957,28
17.5111,18
17.5264,16
17.5417,32
17.5571,30
17.5724,21
17.5877,34
17.6031,21
17.6184,21
17.6337,30
17.6491,27
17.6644,15
17.6797,23
17.6951,26
17.7104,24
17.7257,27
17.7411,30
17.7564,26
17.7717,24
17.7871,25
17.8024,19
17.8177,28
17.8331,21
17.8484,29
17.8637,23
17.879,25
17.8944,23
17.9097,32
17.925,14
17.9404,28
17.9557,20
17.971,31
17.9864,22
18.0017,26
18.017,28
18.0324,33
18.0477,27
18.063,32
18.0784,34
18.0937,44
18.109,38
18.1244,56
18.1397,72
18.155,58
18.1704,56
18.1857,52
18.201,55
18.2164,54
18.2317,65
18.247,64
18.2623,65
18.2777,67
18.293,70
18.3083,85
18.3237,87
18.339,86
18.3543,77
18.3697,60
18.385,46
18.4003,44
18.4157,37
18.431,35
18.4463,42
18.4617,29
18.477,24
18.4923,25
18.5077,25
18.523,35
18.5383,29
18.5537,29
18.569,26
18.5843,30
18.5997,18
18.615,21
18.6303,21
18.6457,24
18.661,21
18.6763,18
18.6916,31
18.707,26
18.7223,20
18.7376,31
18.753,22
18.7683,26
18.7836,21
18.799,24
18.8143,20
18.8296,22
18.845,26
18.8603,24
18.8756,25
18.891,24
18.9063,29
18.9216,26
18.937,24
18.9523,35
18.9676,24
18.983,24
18.9983,27
19.0136,22
19.029,24
19.0443,16
19.0596,17
19.0749,22
19.0903,26
19.1056,21
19.1209,21
19.1363,15
19.1516,20
19.1669,24
19.1823,17
19.1976,24
19.2129,20
19.2283,28
19.2436,23
19.2589,21
19.2743,20
19.2896,22
19.3049,26
19.3203,16
19.3356,23
19.3509,20
19.3663,19
19.3816,24
19.3969,27
19.4123,20
19.4276,23
19.4429,20
19.4583,21
19.4736,31
19.4889,24
19.5042,24
19.5196,25
19.5349,17
19.5502,32
19.5656,25
19.5809,24
19.5962,25
19.6116,22
19.6269,21
19.6422,27
19.6576,29
19.6729,23
19.6882,22
19.7036,25
19.7189,27
19.7342,26
19.7496,30
19.7649,21
19.7802,34
19.7956,21
19.8109,22
19.8262,26
19.8416,25
19.8569,24
19.8722,29
19.8875,30
19.9029,21
19.9182,25
19.9335,20
19.9489,22
19.9642,27
19.9795,31
19.9949,33
20.0102,39
20.0255,25
20.0409,20
20.0562,27
20.0715,19
20.0869,39
20.1022,25
20.1175,25
20.1329,18
20.1482,22
20.1635,27
20.1789,25
20.1942,31
20.2095,26
20.2249,23
20.2402,29
20.2555,34
20.2709,24
20.2862,17
20.3015,28
20.3168,25
20.3322,33
20.3475,26
20.3628,33
20.3782,24
20.3935,24
20.4088,29
20.4242,25
20.4395,30
20.4548,35
20.4702,33
20.4855,26
20.5008,36
20.5162,28
20.5315,26
20.5468,31
20.5622,26
20.5775,29
20.5928,35
20.6082,46
20.6235,41
20.6388,42
20.6542,72
20.6695,62
20.6848,57
20.7001,62
20.7155,60
20.7308,56
20.7461,58
20.7615,64
20.7768,45
20.7921,47
20.8075,59
20.8228,65
20.8381,60
20.8535,59
20.8688,104
20.8841,119
20.8995,152
20.9148,240
20.9301,301
20.9455,318
20.9608,298
20.9761,238
20.9915,241
21.0068,207
21.0221,144
21.0375,87
21.0528,66
21.0681,58
21.0835,55
21.0988,54
21.1141,43
21.1294,49
21.1448,41
21.1601,39
21.1754,37
21.1908,39
21.2061,45
21.2214,37
21.2368,30
21.2521,28
21.2674,31
21.2828,37
21.2981,38
21.3134,36
21.3288,30
21.3441,34
21.3594,35
21.3748,45
21.3901,39
21.4054,30
21.4208,25
21.4361,35
21.4514,45
21.4668,33
21.4821,37
21.4974,28
21.5127,30
21.5281,19
21.5434,20
21.5587,34
21.5741,20
21.5894,33
21.6047,28
21.6201,28
21.6354,19
21.6507,25
21.6661,36
21.6814,27
21.6967,36
21.7121,25
21.7274,30
21.7427,21
21.7581,24
21.7734,28
21.7887,24
21.8041,28
21.8194,28
21.8347,29
21.8501,29
21.8654,29
21.8807,19
21.8961,33
21.9114,21
21.9267,37
21.942,21
21.9574,26
21.9727,20
21.988,27
22.0034,25
22.0187,27
22.034,23
22.0494,25
22.0647,35
22.08,22
22.0954,30
22.1107,23
22.126,31
22.1414,19
22.1567,41
22.172,29
22.1874,34
22.2027,20
22.218,28
22.2334,29
22.2487,18
22.264,28
22.2794,26
22.2947,31
22.31,24
22.3253,28
22.3407,23
22.356,26
22.3713,25
22.3867,26
22.402,21
22.4173,35
22.4327,24
22.448,31
22.4633,38
22.4787,35
22.494,30
22.5093,36
22.5247,26
22.54,26
22.5553,41
22.5707,36
22.586,35
22.6013,32
22.6167,32
22.632,28
22.6473,31
22.6627,18
22.678,28
22.6933,30
22.7087,33
22.724,26
22.7393,27
22.7546,30
22.77,28
22.7853,33
22.8006,24
22.816,29
22.8313,29
22.8466,31
22.862,27
22.8773,23
22.8926,28
22.908,28
22.9233,25
22.9386,38
22.954,33
22.9693,28
22.9846,21
23,31
23.0153,36
23.0306,36
23.046,27
23.0613,26
23.0766,27
23.092,34
23.1073,26
23.1226,31
23.1379,34
23.1533,32
23.1686,31
23.1839,18
23.1993,24
23.2146,33
23.2299,24
23.2453,20
23.2606,28
23.2759,31
23.2913,19
23.3066,27
23.3219,28
23.3373,27
23.3526,33
23.3679,35
23.3833,35
23.3986,33
23.4139,26
23.4293,24
23.4446,28
23.4599,41
23.4753,27
23.4906,27
23.5059,30
23.5213,33
23.5366,32
23.5519,31
23.5672,29
23.5826,37
23.5979,28
23.6132,30
23.6286,26
23.6439,24
23.6592,28
23.6746,28
23.6899,33
23.7052,24
23.7206,41
23.7359,37
23.7512,41
23.7666,37
23.7819,26
23.7972,26
23.8126,36
23.8279,29
23.8432,26
23.8586,37
23.8739,35
23.8892,37
23.9046,36
23.9199,43
23.9352,26
23.9505,39
23.9659,40
23.9812,33
23.9965,50
24.0119,41
24.0272,38
24.0425,40
24.0579,29
24.0732,31
24.0885,47
24.1039,40
24.1192,37
24.1345,54
24.1499,44
24.1652,50
24.1805,42
24.1959,45
24.2112,52
24.2265,48
24.2419,56
24.2572,57
24.2725,40
24.2879,45
24.3032,41
24.3185,50
24.3339,60
24.3492,36
24.3645,66
24.3798,47
24.3952,62
24.4105,64
24.4258,61
24.4412,50
24.4565,66
24.4718,72
24.4872,63
24.5025,58
24.5178,70
24.5332,86
24.5485,75
24.5638,71
24.5792,68
24.5945,86
24.6098,81
24.6252,94
24.6405,95
24.6558,99
24.6712,106
24.6865,101
24.7018,130
24.7172,128
24.7325,134
24.7478,140
24.7631,150
24.7785,156
24.7938,178
24.8091,209
24.8245,204
24.8398,318
24.8551,342
24.8705,416
24.8858,489
24.9011,633
24.9165,867
24.9318,1022
24.9471,1380
24.9625,1824
24.9778,2354
24.9931,2749
25.0085,2780
25.0238,2644
25.0391,2389
25.0545,2204
25.0698,1996
25.0851,1751
25.1005,1454
25.1158,1162
25.1311,1016
25.1465,900
25.1618,926
25.1771,824
25.1924,912
25.2078,1006
25.2231,1086
25.2384,1176
25.2538,1185
25.2691,1371
25.2844,1370
25.2998,1341
25.3151,1313
25.3304,1196
25.3458,1107
25.3611,991
25.3764,909
25.3918,747
25.4071,658
25.4224,582
25.4378,511
25.4531,468
25.4684,378
25.4838,356
25.4991,338
25.5144,265
25.5298,273
25.5451,248
25.5604,190
25.5758,196
25.5911,172
25.6064,157
25.6217,149
25.6371,146
25.6524,133
25.6677,117
25.6831,116
25.6984,129
25.7137,107
25.7291,114
25.7444,97
25.7597,111
25.7751,119
25.7904,92
25.8057,80
25.8211,92
25.8364,84
25.8517,95
25.8671,99
25.8824,72
25.8977,95
25.9131,100
25.9284,94
25.9437,103
25.9591,123
25.9744,108
25.9897,106
26.005,83
26.0204,98
26.0357,84
26.051,85
26.0664,87
26.0817,94
26.097,87
26.1124,72
26.1277,79
26.143,81
26.1584,77
26.1737,67
26.189,50
26.2044,73
26.2197,68
26.235,55
26.2504,75
26.2657,78
26.281,61
26.2964,75
26.3117,61
26.327,47
26.3424,75
26.3577,58
26.373,40
26.3884,64
26.4037,45
26.419,62
26.4343,59
26.4497,41
26.465,48
26.4803,44
26.4957,45
26.511,36
26.5263,48
26.5417,52
26.557,46
26.5723,45
26.5877,40
26.603,45
26.6183,38
26.6337,35
26.649,48
26.6643,50
26.6797,49
26.695,51
26.7103,44
26.7257,34
26.741,45
26.7563,45
26.7717,51
26.787,37
26.8023,36
26.8176,38
26.833,45
26.8483,44
26.8636,51
26.879,45
26.8943,37
26.9096,40
26.925,39
26.9403,44
26.9556,40
26.971,38
26.9863,36
27.0016,37
27.017,39
27.0323,43
27.0476,45
27.063,39
27.0783,36
27.0936,33
27.109,38
27.1243,36
27.1396,32
27.155,36
27.1703,31
27.1856,40
27.201,39
27.2163,43
27.2316,40
27.2469,45
27.2623,50
27.2776,42
27.2929,42
27.3083,32
27.3236,39
27.3389,48
27.3543,32
27.3696,32
27.3849,46
27.4003,36
27.4156,47
27.4309,47
27.4463,39
27.4616,40
27.4769,44
27.4923,27
27.5076,48
27.5229,38
27.5383,39
27.5536,44
27.5689,37
27.5843,45
27.5996,49
27.6149,50
27.6302,44
27.6456,42
27.6609,41
27.6762,36
27.6916,35
27.7069,38
27.7222,39
27.7376,39
27.7529,36
27.7682,37
27.7836,34
27.7989,50
27.8142,41
27.8296,38
27.8449,44
27.8602,35
27.8756,41
27.8909,35
27.9062,42
27.9216,55
27.9369,51
27.9522,44
27.9676,69
27.9829,70
27.9982,77
28.0136,109
28.0289,85
28.0442,89
28.0595,80
28.0749,87
28.0902,91
28.1055,83
28.1209,69
28.1362,73
28.1515,72
28.1669,88
28.1822,99
28.1975,117
28.2129,98
28.2282,124
28.2435,117
28.2589,119
28.2742,113
28.2895,126
28.3049,93
28.3202,90
28.3355,82
28.3509,86
28.3662,79
28.3815,69
28.3969,79
28.4122,60
28.4275,66
28.4428,63
28.4582,55
28.4735,52
28.4888,58
28.5042,49
28.5195,71
28.5348,41
28.5502,36
28.5655,40
28.5808,40
28.5962,39
28.6115,53
28.6268,33
28.6422,36
28.6575,37
28.6728,34
28.6882,41
28.7035,42
28.7188,33
28.7342,41
28.7495,42
28.7648,34
28.7802,50
28.7955,49
28.8108,46
28.8262,41
28.8415,37
28.8568,65
28.8721,66
28.8875,78
28.9028,74
28.9181,81
28.9335,96
28.9488,97
28.9641,103
28.9795,103
28.9948,90
29.0101,78
29.0255,108
29.0408,70
29.0561,71
29.0715,70
29.0868,66
29.1021,70
29.1175,71
29.1328,58
29.1481,73
29.1635,62
29.1788,63
29.1941,50
29.2095,47
29.2248,54
29.2401,48
29.2554,45
29.2708,45
29.2861,44
29.3014,46
29.3168,48
29.3321,45
29.3474,37
29.3628,37
29.3781,38
29.3934,33
29.4088,54
29.4241,43
29.4394,43
29.4548,45
29.4701,38
29.4854,38
29.5008,38
29.5161,52
29.5314,28
29.5468,43
29.5621,54
29.5774,47
29.5928,45
29.6081,47
29.6234,53
29.6388,46
29.6541,41
29.6694,39
29.6847,40
29.7001,52
29.7154,49
29.7307,63
29.7461,39
29.7614,37
29.7767,42
29.7921,44
29.8074,51
29.8227,53
29.8381,40
29.8534,45
29.8687,51
29.8841,41
29.8994,48
29.9147,48
29.9301,46
29.9454,58
29.9607,42
29.9761,45
29.9914,51
30.0067,40
30.0221,48
30.0374,52
30.0527,49
30.068,53
30.0834,40
30.0987,55
30.114,59
30.1294,55
30.1447,66
30.16,63
30.1754,46
30.1907,64
30.206,76
30.2214,77
30.2367,67
30.252,86
30.2674,86
30.2827,111
30.298,120
30.3134,106
30.3287,182
30.344,175
30.3594,230
30.3747,269
30.39,327
30.4054,301
30.4207,322
30.436,283
30.4514,294
30.4667,249
30.482,245
30.4973,199
30.5127,162
30.528,128
30.5433,112
30.5587,104
30.574,76
30.5893,63
30.6047,62
30.62,67
30.6353,62
30.6507,60
30.666,62
30.6813,57
30.6967,41
30.712,55
30.7273,48
30.7427,64
30.758,46
30.7733,47
30.7887,47
30.804,52
30.8193,41
30.8347,46
30.85,39
30.8653,39
30.8806,43
30.896,49
30.9113,33
30.9266,52
30.942,39
30.9573,40
30.9726,38
30.988,39
31.0033,38
31.0186,44
31.034,41
31.0493,33
31.0646,49
31.08,55
31.0953,43
31.1106,49
31.126,48
31.1413,41
31.1566,44
31.172,57
31.1873,47
31.2026,56
31.218,50
31.2333,41
31.2486,49
31.264,46
31.2793,45
31.2946,47
31.3099,37
31.3253,50
31.3406,26
31.3559,36
31.3713,41
31.3866,34
31.4019,35
31.4173,41
31.4326,41
31.4479,48
31.4633,46
31.4786,40
31.4939,41
31.5093,38
31.5246,42
31.5399,55
31.5553,45
31.5706,50
31.5859,55
31.6013,44
31.6166,55
31.6319,58
31.6473,41
31.6626,37
31.6779,43
31.6932,60
31.7086,50
31.7239,51
31.7392,48
31.7546,55
31.7699,40
31.7852,42
31.8006,64
31.8159,46
31.8312,28
31.8466,43
31.8619,40
31.8772,34
31.8926,38
31.9079,49
31.9232,40
31.9386,34
31.9539,41
31.9692,37
31.9846,41
31.9999,28
32.0152,43
32.0306,44
32.0459,43
32.0612,52
32.0766,32
32.0919,38
32.1072,56
32.1225,42
32.1379,44
32.1532,41
32.1685,42
32.1839,37
32.1992,42
32.2145,63
32.2299,44
32.2452,49
32.2605,43
32.2759,41
32.2912,56
32.3065,54
32.3219,60
32.3372,55
32.3525,51
32.3679,51
32.3832,66
32.3985,68
32.4139,63
32.4292,63
32.4445,67
32.4599,60
32.4752,73
32.4905,81
32.5058,58
32.5212,76
32.5365,76
32.5518,76
32.5672,68
32.5825,68
32.5978,72
32.6132,69
32.6285,61
32.6438,67
32.6592,64
32.6745,70
32.6898,59
32.7052,74
32.7205,73
32.7358,74
32.7512,78
32.7665,100
32.7818,91
32.7972,90
32.8125,130
32.8278,116
32.8432,117
32.8585,145
32.8738,190
32.8892,197
32.9045,261
32.9198,270
32.9351,321
32.9505,403
32.9658,464
32.9811,573
32.9965,618
33.0118,712
33.0271,718
33.0425,650
33.0578,647
33.0731,578
33.0885,554
33.1038,480
33.1191,440
33.1345,383
33.1498,332
33.1651,281
33.1805,243
33.1958,214
33.2111,207
33.2265,178
33.2418,158
33.2571,125
33.2725,110
33.2878,111
33.3031,113
33.3184,104
33.3338,102
33.3491,76
33.3644,82
33.3798,81
33.3951,79
33.4104,72
33.4258,68
33.4411,75
33.4564,53
33.4718,82
33.4871,71
33.5024,73
33.5178,58
33.5331,72
33.5484,54
33.5638,69
33.5791,53
33.5944,57
33.6098,56
33.6251,68
33.6404,65
33.6558,60
33.6711,70
33.6864,72
33.7018,76
33.7171,117
33.7324,83
33.7477,104
33.7631,109
33.7784,99
33.7937,107
33.8091,110
33.8244,125
33.8397,114
33.8551,134
33.8704,123
33.8857,114
33.9011,105
33.9164,123
33.9317,109
33.9471,109
33.9624,69
33.9777,95
33.9931,92
34.0084,74
34.0237,64
34.0391,79
34.0544,86
34.0697,55
34.0851,68
34.1004,68
34.1157,52
34.1311,52
34.1464,58
34.1617,71
34.177,50
34.1924,59
34.2077,62
34.223,53
34.2384,47
34.2537,74
34.269,67
34.2844,62
34.2997,69
34.315,56
34.3304,60
34.3457,48
34.361,46
34.3764,50
34.3917,67
34.407,58
34.4224,70
34.4377,52
34.453,44
34.4684,55
34.4837,51
34.499,57
34.5144,59
34.5297,52
34.545,61
34.5603,55
34.5757,66
34.591,68
34.6063,48
34.6217,59
34.637,66
34.6523,73
34.6677,64
34.683,49
34.6983,63
34.7137,58
34.729,69
34.7443,75
34.7597,68
34.775,56
34.7903,58
34.8057,61
34.821,82
34.8363,65
34.8517,61
34.867,85
34.8823,87
34.8977,75
34.913,70
34.9283,79
34.9437,90
34.959,92
34.9743,91
34.9896,106
35.005,101
35.0203,117
35.0356,144
35.051,132
35.0663,167
35.0816,188
35.097,251
35.1123,289
35.1276,335
35.143,424
35.1583,662
35.1736,832
35.189,1022
35.2043,1083
35.2196,965
35.235,779
35.2503,687
35.2656,646
35.281,708
35.2963,639
35.3116,563
35.327,439
35.3423,350
35.3576,261
35.3729,217
35.3883,217
35.4036,190
35.4189,149
35.4343,154
35.4496,155
35.4649,142
35.4803,134
35.4956,140
35.5109,127
35.5263,125
35.5416,124
35.5569,129
35.5723,87
35.5876,97
35.6029,126
35.6183,110
35.6336,108
35.6489,108
35.6643,119
35.6796,120
35.6949,111
35.7103,115
35.7256,162
35.7409,161
35.7563,157
35.7716,168
35.7869,179
35.8022,220
35.8176,252
35.8329,258
35.8482,290
35.8636,308
35.8789,403
35.8942,474
35.9096,527
35.9249,606
35.9402,747
35.9556,896
