v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
    33.600000                       0.037458          0.000007
    33.700000                       0.037213          0.000007
    33.800000                       0.036981          0.000007
    33.900000                       0.036761          0.000007
    34.000000                       0.036553          0.000007
    34.100000                       0.036357          0.000007
    34.200000                       0.036170          0.000007
    34.300000                       0.035994          0.000007
    34.400000                       0.035828          0.000007
    34.500000                       0.035671          0.000007
    34.600000                       0.035523          0.000007
    34.700000                       0.035384          0.000007
    34.800000                       0.035252          0.000007
    34.900000                       0.035129          0.000007
    35.000000                       0.035013          0.000007
    35.100000                       0.034904          0.000007
    35.200000                       0.034803          0.000007
    35.300000                       0.034708          0.000007
    35.400000                       0.034620          0.000007
    35.500000                       0.034538          0.000007
    35.600000                       0.034462          0.000007
    35.700000                       0.034392          0.000007
    35.800000                       0.034328          0.000007
    35.900000                       0.034270          0.000007
    36.000000                       0.034216          0.000007
    36.100000                       0.034168          0.000007
    36.200000                       0.034125          0.000007
    36.300000                       0.034087          0.000007
    36.400000                       0.034054          0.000007
    36.500000                       0.034026          0.000007
    36.600000                       0.034002          0.000007
    36.700000                       0.033982          0.000007
    36.800000                       0.033967          0.000007
    36.900000                       0.033956          0.000007
    37.000000                       0.033949          0.000007
    37.100000                       0.033946          0.000007
    37.200000                       0.033947          0.000007
    37.300000                       0.033951          0.000007
    37.400000                       0.033960          0.000007
    37.500000                       0.033972          0.000007
    37.600000                       0.033988          0.000007
    37.700000                       0.034007          0.000007
    37.800000                       0.034030          0.000007
    37.900000                       0.034057          0.000007
    38.000000                       0.034086          0.000007
    38.100000                       0.034119          0.000007
    38.200000                       0.034156          0.000007
    38.300000                       0.034195          0.000007
    38.400000                       0.034238          0.000007
    38.500000                       0.034283          0.000007
    38.600000                       0.034332          0.000007
    38.700000                       0.034384          0.000007
    38.800000                       0.034439          0.000007
    38.900000                       0.034497          0.000007
    39.000000                       0.034558          0.000007
    39.100000                       0.034621          0.000007
    39.200000                       0.034688          0.000007
    39.300000                       0.034757          0.000007
    39.400000                       0.034829          0.000007
    39.500000                       0.034904          0.000007
    39.600000                       0.034982          0.000007
    39.700000                       0.035063          0.000007
    39.800000                       0.035146          0.000007
    39.900000                       0.035232          0.000007
    40.000000                       0.035321          0.000007
    40.100000                       0.035412          0.000007
    40.200000                       0.035507          0.000007
    40.300000                       0.035603          0.000007
    40.400000                       0.035703          0.000007
    40.500000                       0.035805          0.000007
    40.600000                       0.035910          0.000007
    40.700000                       0.036017          0.000007
    40.800000                       0.036127          0.000007
    40.900000                       0.036240          0.000007
    41.000000                       0.036356          0.000007
    41.100000                       0.036474          0.000007
    41.200000                       0.036594          0.000007
    41.300000                       0.036718          0.000007
    41.400000                       0.036844          0.000007
    41.500000                       0.036973          0.000007
    41.600000                       0.037104          0.000007
    41.700000                       0.037238          0.000007
    41.800000                       0.037375          0.000007
    41.900000                       0.037514          0.000007
    42.000000                       0.037656          0.000007
    42.100000                       0.037801          0.000007
    42.200000                       0.037949          0.000007
    42.300000                       0.038099          0.000007
    42.400000                       0.038252          0.000007
    42.500000                       0.038408          0.000007
    42.600000                       0.038567          0.000007
    42.700000                       0.038729          0.000007
    42.800000                       0.038893          0.000008
    42.900000                       0.039060          0.000008
    43.000000                       0.039230          0.000008
    43.100000                       0.039403          0.000008
    43.200000                       0.039579          0.000008
    43.300000                       0.039758          0.000008
    43.400000                       0.039940          0.000008
    43.500000                       0.040125          0.000008
    43.600000                       0.040313          0.000008
    43.700000                       0.040504          0.000008
    43.800000                       0.040698          0.000008
    43.900000                       0.040896          0.000008
    44.000000                       0.041096          0.000008
    44.100000                       0.041300          0.000008
    44.200000                       0.041507          0.000008
    44.300000                       0.041717          0.000008
    44.400000                       0.041931          0.000008
    44.500000                       0.042148          0.000008
    44.600000                       0.042368          0.000008
    44.700000                       0.042592          0.000008
    44.800000                       0.042819          0.000008
    44.900000                       0.043050          0.000008
    45.000000                       0.043285          0.000008
    45.100000                       0.043523          0.000008
    45.200000                       0.043765          0.000008
    45.300000                       0.044010          0.000008
    45.400000                       0.044260          0.000009
    45.500000                       0.044513          0.000009
    45.600000                       0.044771          0.000009
    45.700000                       0.045032          0.000009
    45.800000                       0.045297          0.000009
    45.900000                       0.045567          0.000009
    46.000000                       0.045840          0.000009
    46.100000                       0.046118          0.000009
    46.200000                       0.046401          0.000009
    46.300000                       0.046687          0.000009
    46.400000                       0.046979          0.000009
    46.500000                       0.047274          0.000009
    46.600000                       0.047575          0.000009
    46.700000                       0.047880          0.000009
    46.800000                       0.048190          0.000009
    46.900000                       0.048505          0.000009
    47.000000                       0.048825          0.000009
    47.100000                       0.049150          0.000009
    47.200000                       0.049480          0.000010
    47.300000                       0.049816          0.000010
    47.400000                       0.050157          0.000010
    47.500000                       0.050503          0.000010
    47.600000                       0.050855          0.000010
    47.700000                       0.051213          0.000010
    47.800000                       0.051576          0.000010
    47.900000                       0.051946          0.000010
    48.000000                       0.052321          0.000010
    48.100000                       0.052703          0.000010
    48.200000                       0.053092          0.000010
    48.300000                       0.053486          0.000010
    48.400000                       0.053888          0.000010
    48.500000                       0.054296          0.000010
    48.600000                       0.054711          0.000011
    48.700000                       0.055133          0.000011
    48.800000                       0.055562          0.000011
    48.900000                       0.055999          0.000011
    49.000000                       0.056443          0.000011
    49.100000                       0.056895          0.000011
    49.200000                       0.057356          0.000011
    49.300000                       0.057824          0.000011
    49.400000                       0.058300          0.000011
    49.500000                       0.058785          0.000011
    49.600000                       0.059279          0.000011
    49.700000                       0.059782          0.000012
    49.800000                       0.060294          0.000012
    49.900000                       0.060815          0.000012
    50.000000                       0.061346          0.000012
    50.100000                       0.061887          0.000012
    50.200000                       0.062438          0.000012
    50.300000                       0.062999          0.000012
    50.400000                       0.063572          0.000012
    50.500000                       0.064155          0.000012
    50.600000                       0.064749          0.000012
    50.700000                       0.065355          0.000013
    50.800000                       0.065973          0.000013
    50.900000                       0.066604          0.000013
    51.000000                       0.067247          0.000013
    51.100000                       0.067903          0.000013
    51.200000                       0.068572          0.000013
    51.300000                       0.069255          0.000013
    51.400000                       0.069952          0.000013
    51.500000                       0.070664          0.000014
    51.600000                       0.071390          0.000014
    51.700000                       0.072133          0.000014
    51.800000                       0.072891          0.000014
    51.900000                       0.073665          0.000014
    52.000000                       0.074457          0.000014
    52.100000                       0.075266          0.000015
    52.200000                       0.076093          0.000015
    52.300000                       0.076939          0.000015
    52.400000                       0.077804          0.000015
    52.500000                       0.078689          0.000015
    52.600000                       0.079595          0.000015
    52.700000                       0.080522          0.000016
    52.800000                       0.081471          0.000016
    52.900000                       0.082442          0.000016
    53.000000                       0.083438          0.000016
    53.100000                       0.084458          0.000016
    53.200000                       0.085503          0.000017
    53.300000                       0.086574          0.000017
    53.400000                       0.087673          0.000017
    53.500000                       0.088800          0.000017
    53.600000                       0.089956          0.000017
    53.700000                       0.091143          0.000018
    53.800000                       0.092361          0.000018
    53.900000                       0.093613          0.000018
    54.000000                       0.094899          0.000018
    54.100000                       0.096220          0.000019
    54.200000                       0.097578          0.000019
    54.300000                       0.098975          0.000019
    54.400000                       0.100413          0.000019
    54.500000                       0.101892          0.000020
    54.600000                       0.103415          0.000020
    54.700000                       0.104984          0.000020
    54.800000                       0.106601          0.000021
    54.900000                       0.108268          0.000021
    55.000000                       0.109987          0.000021
    55.100000                       0.111760          0.000022
    55.200000                       0.113591          0.000022
    55.300000                       0.115483          0.000022
    55.400000                       0.117437          0.000023
    55.500000                       0.119457          0.000023
    55.600000                       0.121547          0.000023
    55.700000                       0.123710          0.000024
    55.800000                       0.125950          0.000024
    55.900000                       0.128271          0.000025
    56.000000                       0.130677          0.000025
    56.100000                       0.133173          0.000026
    56.200000                       0.135765          0.000026
    56.300000                       0.138456          0.000027
    56.400000                       0.141254          0.000027
    56.500000                       0.144164          0.000028
    56.600000                       0.147194          0.000028
    56.700000                       0.150350          0.000029
    56.800000                       0.153640          0.000030
    56.900000                       0.157073          0.000030
    57.000000                       0.160659          0.000031
    57.100000                       0.164406          0.000032
    57.200000                       0.168326          0.000032
    57.300000                       0.172432          0.000033
    57.400000                       0.176735          0.000034
    57.500000                       0.181250          0.000035
    57.600000                       0.185992          0.000036
    57.700000                       0.190980          0.000037
    57.800000                       0.196230          0.000038
    57.900000                       0.201764          0.000039
    58.000000                       0.207605          0.000040
    58.100000                       0.213778          0.000041
    58.200000                       0.220310          0.000043
    58.300000                       0.227234          0.000044
    58.400000                       0.234582          0.000045
    58.500000                       0.242394          0.000047
    58.600000                       0.250714          0.000048
    58.700000                       0.259589          0.000050
    58.800000                       0.269074          0.000052
    58.900000                       0.279232          0.000054
    59.000000                       0.290132          0.000056
    59.100000                       0.301854          0.000058
    59.200000                       0.314491          0.000061
    59.300000                       0.328145          0.000063
    59.400000                       0.342938          0.000066
    59.500000                       0.359009          0.000069
    59.600000                       0.376521          0.000073
    59.700000                       0.395662          0.000076
    59.800000                       0.416655          0.000080
    59.900000                       0.439762          0.000085
    60.000000                       0.465294          0.000090
    60.100000                       0.493625          0.000095
    60.200000                       0.525203          0.000101
    60.300000                       0.560572          0.000108
    60.400000                       0.600398          0.000116
    60.500000                       0.645502          0.000125
    60.600000                       0.696907          0.000134
    60.700000                       0.755900          0.000146
    60.800000                       0.824119          0.000159
    60.900000                       0.903676          0.000174
    61.000000                       0.997330          0.000192
    61.100000                       1.108741          0.000214
    61.200000                       1.242847          0.000240
    61.300000                       1.406433          0.000271
    61.400000                       1.609023          0.000311
    61.500000                       1.864300          0.000360
    61.600000                       2.192439          0.000423
    61.700000                       2.624080          0.000506
    61.800000                       3.207279          0.000619
    61.900000                       4.020107          0.000776
    62.000000                       5.193983          0.001002
    62.100000                       6.956766          0.001343
    62.200000                       9.705018          0.001873
    62.300000                      14.069584          0.002715
    62.400000                      20.623371          0.003980
    62.500000                      27.918824          0.005388
    62.600000                      29.957760          0.005781
    62.700000                      24.347619          0.004699
    62.800000                      17.218024          0.003323
    62.900000                      12.120027          0.002339
    63.000000                       9.006264          0.001738
    63.100000                       7.204959          0.001390
    63.200000                       6.253594          0.001207
    63.300000                       5.919995          0.001142
    63.400000                       6.139849          0.001185
    63.500000                       6.995285          0.001350
    63.600000                       8.737328          0.001686
    63.700000                      11.787725          0.002275
    63.800000                      16.330191          0.003151
    63.900000                      20.515526          0.003959
    64.000000                      20.021222          0.003864
    64.100000                      15.297925          0.002952
    64.200000                      10.619657          0.002049
    64.300000                       7.421075          0.001432
    64.400000                       5.398887          0.001042
    64.500000                       4.104989          0.000792
    64.600000                       3.246959          0.000627
    64.700000                       2.655749          0.000513
    64.800000                       2.234037          0.000431
    64.900000                       1.924226          0.000371
    65.000000                       1.691001          0.000326
    65.100000                       1.511924          0.000292
    65.200000                       1.372267          0.000265
    65.300000                       1.262073          0.000244
    65.400000                       1.174433          0.000227
    65.500000                       1.104444          0.000213
    65.600000                       1.048562          0.000202
    65.700000                       1.004179          0.000194
    65.800000                       0.969354          0.000187
    65.900000                       0.942629          0.000182
    66.000000                       0.922904          0.000178
    66.100000                       0.909347          0.000175
    66.200000                       0.901337          0.000174
    66.300000                       0.898416          0.000173
    66.400000                       0.900264          0.000174
    66.500000                       0.906670          0.000175
    66.600000                       0.917524          0.000177
    66.700000                       0.932803          0.000180
    66.800000                       0.952567          0.000184
    66.900000                       0.976956          0.000189
    67.000000                       1.006193          0.000194
    67.100000                       1.040589          0.000201
    67.200000                       1.080549          0.000209
    67.300000                       1.126583          0.000217
    67.400000                       1.179326          0.000228
    67.500000                       1.239554          0.000239
    67.600000                       1.308218          0.000252
    67.700000                       1.386474          0.000268
    67.800000                       1.475733          0.000285
    67.900000                       1.577723          0.000304
    68.000000                       1.694567          0.000327
    68.100000                       1.828895          0.000353
    68.200000                       1.983982          0.000383
    68.300000                       2.163943          0.000418
    68.400000                       2.374000          0.000458
    68.500000                       2.620850          0.000506
    68.600000                       2.913185          0.000562
    68.700000                       3.262435          0.000630
    68.800000                       3.683863          0.000711
    68.900000                       4.198178          0.000810
    69.000000                       4.834017          0.000933
    69.100000                       5.631798          0.001087
    69.200000                       6.649908          0.001283
    69.300000                       7.974927          0.001539
    69.400000                       9.739026          0.001879
    69.500000                      12.150603          0.002345
    69.600000                      15.549883          0.003001
    69.700000                      20.512119          0.003959
    69.800000                      28.037720          0.005411
    69.900000                      39.865950          0.007694
    70.000000                      58.721188          0.011332
    70.100000                      86.797421          0.016751
    70.200000                     116.678588          0.022517
    70.300000                     122.182625          0.023579
    70.400000                      96.489642          0.018621
    70.500000                      66.206152          0.012777
    70.600000                      44.649139          0.008617
    70.700000                      31.029549          0.005988
    70.800000                      22.432979          0.004329
    70.900000                      16.828373          0.003248
    71.000000                      13.031237          0.002515
    71.100000                      10.363611          0.002000
    71.200000                       8.428415          0.001627
    71.300000                       6.985009          0.001348
    71.400000                       5.882329          0.001135
    71.500000                       5.022342          0.000969
    71.600000                       4.339484          0.000837
    71.700000                       3.788704          0.000731
    71.800000                       3.338296          0.000644
    71.900000                       2.965454          0.000572
    72.000000                       2.653460          0.000512
    72.100000                       2.389846          0.000461
    72.200000                       2.165162          0.000418
    72.300000                       1.972151          0.000381
    72.400000                       1.805163          0.000348
    72.500000                       1.659752          0.000320
    72.600000                       1.532379          0.000296
    72.700000                       1.420201          0.000274
    72.800000                       1.320911          0.000255
    72.900000                       1.232626          0.000238
    73.000000                       1.153793          0.000223
    73.100000                       1.083123          0.000209
    73.200000                       1.019542          0.000197
    73.300000                       0.962145          0.000186
    73.400000                       0.910167          0.000176
    73.500000                       0.862960          0.000167
    73.600000                       0.819969          0.000158
    73.700000                       0.780718          0.000151
    73.800000                       0.744797          0.000144
    73.900000                       0.711850          0.000137
    74.000000                       0.681568          0.000132
    74.100000                       0.653683          0.000126
    74.200000                       0.627959          0.000121
    74.300000                       0.604188          0.000117
    74.400000                       0.582188          0.000112
    74.500000                       0.561797          0.000108
    74.600000                       0.542873          0.000105
    74.700000                       0.525287          0.000101
    74.800000                       0.508928          0.000098
    74.900000                       0.493692          0.000095
    75.000000                       0.479490          0.000093
    75.100000                       0.466241          0.000090
    75.200000                       0.453870          0.000088
    75.300000                       0.442311          0.000085
    75.400000                       0.431506          0.000083
    75.500000                       0.421400          0.000081
    75.600000                       0.411943          0.000079
    75.700000                       0.403092          0.000078
    75.800000                       0.394807          0.000076
    75.900000                       0.387049          0.000075
    76.000000                       0.379787          0.000073
    76.100000                       0.372988          0.000072
    76.200000                       0.366625          0.000071
    76.300000                       0.360673          0.000070
    76.400000                       0.355107          0.000069
    76.500000                       0.349907          0.000068
    76.600000                       0.345052          0.000067
    76.700000                       0.340524          0.000066
    76.800000                       0.336307          0.000065
    76.900000                       0.332384          0.000064
    77.000000                       0.328743          0.000063
    77.100000                       0.325369          0.000063
    77.200000                       0.322252          0.000062
    77.300000                       0.319379          0.000062
    77.400000                       0.316740          0.000061
    77.500000                       0.314327          0.000061
    77.600000                       0.312130          0.000060
    77.700000                       0.310142          0.000060
    77.800000                       0.308356          0.000060
    77.900000                       0.306764          0.000059
    78.000000                       0.305360          0.000059
    78.100000                       0.304140          0.000059
    78.200000                       0.303097          0.000058
    78.300000                       0.302228          0.000058
    78.400000                       0.301527          0.000058
    78.500000                       0.300992          0.000058
    78.600000                       0.300618          0.000058
    78.700000                       0.300404          0.000058
    78.800000                       0.300345          0.000058
    78.900000                       0.300440          0.000058
    79.000000                       0.300687          0.000058
    79.100000                       0.301083          0.000058
    79.200000                       0.301628          0.000058
    79.300000                       0.302321          0.000058
    79.400000                       0.303160          0.000059
    79.500000                       0.304145          0.000059
    79.600000                       0.305276          0.000059
    79.700000                       0.306553          0.000059
    79.800000                       0.307976          0.000059
    79.900000                       0.309545          0.000060
    80.000000                       0.311261          0.000060
    80.100000                       0.313125          0.000060
    80.200000                       0.315139          0.000061
    80.300000                       0.317304          0.000061
    80.400000                       0.319622          0.000062
    80.500000                       0.322094          0.000062
    80.600000                       0.324724          0.000063
    80.700000                       0.327513          0.000063
    80.800000                       0.330465          0.000064
    80.900000                       0.333584          0.000064
    81.000000                       0.336871          0.000065
    81.100000                       0.340332          0.000066
    81.200000                       0.343970          0.000066
    81.300000                       0.347790          0.000067
    81.400000                       0.351796          0.000068
    81.500000                       0.355995          0.000069
    81.600000                       0.360391          0.000070
    81.700000                       0.364990          0.000070
    81.800000                       0.369799          0.000071
    81.900000                       0.374824          0.000072
    82.000000                       0.380074          0.000073
    82.100000                       0.385555          0.000074
    82.200000                       0.391277          0.000076
    82.300000                       0.397247          0.000077
    82.400000                       0.403476          0.000078
    82.500000                       0.409974          0.000079
    82.600000                       0.416751          0.000080
    82.700000                       0.423820          0.000082
    82.800000                       0.431191          0.000083
    82.900000                       0.438880          0.000085
    83.000000                       0.446899          0.000086
    83.100000                       0.455263          0.000088
    83.200000                       0.463989          0.000090
    83.300000                       0.473094          0.000091
    83.400000                       0.482596          0.000093
    83.500000                       0.492514          0.000095
    83.600000                       0.502870          0.000097
    83.700000                       0.513686          0.000099
    83.800000                       0.524986          0.000101
    83.900000                       0.536796          0.000104
    84.000000                       0.549143          0.000106
    84.100000                       0.562058          0.000108
    84.200000                       0.575573          0.000111
    84.300000                       0.589722          0.000114
    84.400000                       0.604543          0.000117
    84.500000                       0.620076          0.000120
    84.600000                       0.636363          0.000123
    84.700000                       0.653453          0.000126
    84.800000                       0.671397          0.000130
    84.900000                       0.690248          0.000133
    85.000000                       0.710069          0.000137
    85.100000                       0.730922          0.000141
    85.200000                       0.752881          0.000145
    85.300000                       0.776022          0.000150
    85.400000                       0.800430          0.000154
    85.500000                       0.826198          0.000159
    85.600000                       0.853426          0.000165
    85.700000                       0.882228          0.000170
    85.800000                       0.912724          0.000176
    85.900000                       0.945051          0.000182
    86.000000                       0.979359          0.000189
    86.100000                       1.015811          0.000196
    86.200000                       1.054592          0.000204
    86.300000                       1.095906          0.000211
    86.400000                       1.139981          0.000220
    86.500000                       1.187069          0.000229
    86.600000                       1.237457          0.000239
    86.700000                       1.291464          0.000249
    86.800000                       1.349451          0.000260
    86.900000                       1.411827          0.000272
    87.000000                       1.479053          0.000285
    87.100000                       1.551658          0.000299
    87.200000                       1.630243          0.000315
    87.300000                       1.715500          0.000331
    87.400000                       1.808223          0.000349
    87.500000                       1.909335          0.000368
    87.600000                       2.019905          0.000390
    87.700000                       2.141184          0.000413
    87.800000                       2.274641          0.000439
    87.900000                       2.422011          0.000467
    88.000000                       2.585354          0.000499
    88.100000                       2.767138          0.000534
    88.200000                       2.970330          0.000573
    88.300000                       3.198536          0.000617
    88.400000                       3.456166          0.000667
    88.500000                       3.748662          0.000723
    88.600000                       4.082809          0.000788
    88.700000                       4.467148          0.000862
    88.800000                       4.912561          0.000948
    88.900000                       5.433080          0.001048
    89.000000                       6.047057          0.001167
    89.100000                       6.778852          0.001308
    89.200000                       7.661356          0.001479
    89.300000                       8.739809          0.001687
    89.400000                      10.077756          0.001945
    89.500000                      11.766555          0.002271
    89.600000                      13.941024          0.002690
    89.700000                      16.806016          0.003243
    89.800000                      20.683018          0.003991
    89.900000                      26.094507          0.005036
    90.000000                      33.920273          0.006546
    90.100000                      45.686272          0.008817
    90.200000                      64.050457          0.012361
    90.300000                      93.253748          0.017997
    90.400000                     137.220195          0.026481
    90.500000                     186.514097          0.035994
    90.600000                     200.833475          0.038758
    90.700000                     163.012753          0.031459
    90.800000                     114.193523          0.022038
    90.900000                      78.839036          0.015215
    91.000000                      56.719179          0.010946
    91.100000                      43.158190          0.008329
    91.200000                      34.794362          0.006715
    91.300000                      29.686751          0.005729
    91.400000                      26.772326          0.005167
    91.500000                      25.498848          0.004921
    91.600000                      25.635103          0.004947
    91.700000                      27.193891          0.005248
    91.800000                      30.434853          0.005873
    91.900000                      35.948182          0.006937
    92.000000                      44.854808          0.008656
    92.100000                      59.192208          0.011423
    92.200000                      82.492662          0.015920
    92.300000                     119.738361          0.023108
    92.400000                     171.603837          0.033117
    92.500000                     213.240588          0.041152
    92.600000                     200.051143          0.038607
