v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
   200.700000                      34.113175          0.006583
   200.800000                      50.497715          0.009745
   200.900000                      68.247322          0.013171
   201.000000                      72.118432          0.013918
   201.100000                      57.327072          0.011063
   201.200000                      39.395338          0.007603
   201.300000                      26.538119          0.005121
   201.400000                      18.405724          0.003552
   201.500000                      13.276234          0.002562
   201.600000                       9.935892          0.001917
   201.700000                       7.675468          0.001481
   201.800000                       6.089150          0.001175
   201.900000                       4.939471          0.000953
   202.000000                       4.082675          0.000788
   202.100000                       3.428608          0.000662
   202.200000                       2.918824          0.000563
   202.300000                       2.514263          0.000485
   202.400000                       2.188112          0.000422
   202.500000                       1.921508          0.000371
   202.600000                       1.700896          0.000328
   202.700000                       1.516342          0.000293
   202.800000                       1.360443          0.000263
   202.900000                       1.227589          0.000237
   203.000000                       1.113474          0.000215
   203.100000                       1.014749          0.000196
   203.200000                       0.928776          0.000179
   203.300000                       0.853459          0.000165
   203.400000                       0.787112          0.000152
   203.500000                       0.728371          0.000141
   203.600000                       0.676119          0.000130
   203.700000                       0.629438          0.000121
   203.800000                       0.587564          0.000113
   203.900000                       0.549862          0.000106
   204.000000                       0.515796          0.000100
   204.100000                       0.484915          0.000094
   204.200000                       0.456835          0.000088
   204.300000                       0.431228          0.000083
   204.400000                       0.407811          0.000079
   204.500000                       0.386344          0.000075
   204.600000                       0.366616          0.000071
   204.700000                       0.348444          0.000067
   204.800000                       0.331669          0.000064
   204.900000                       0.316153          0.000061
   205.000000                       0.301772          0.000058
   205.100000                       0.288418          0.000056
   205.200000                       0.275997          0.000053
   205.300000                       0.264423          0.000051
   205.400000                       0.253622          0.000049
   205.500000                       0.243526          0.000047
   205.600000                       0.234076          0.000045
   205.700000                       0.225218          0.000043
   205.800000                       0.216902          0.000042
   205.900000                       0.209087          0.000040
   206.000000                       0.201733          0.000039
   206.100000                       0.194804          0.000038
   206.200000                       0.188269          0.000036
   206.300000                       0.182097          0.000035
   206.400000                       0.176264          0.000034
   206.500000                       0.170744          0.000033
   206.600000                       0.165516          0.000032
   206.700000                       0.160559          0.000031
   206.800000                       0.155855          0.000030
   206.900000                       0.151388          0.000029
   207.000000                       0.147142          0.000028
   207.100000                       0.143102          0.000028
   207.200000                       0.139255          0.000027
   207.300000                       0.135590          0.000026
   207.400000                       0.132095          0.000025
   207.500000                       0.128760          0.000025
   207.600000                       0.125575          0.000024
   207.700000                       0.122532          0.000024
   207.800000                       0.119622          0.000023
   207.900000                       0.116838          0.000023
   208.000000                       0.114172          0.000022
   208.100000                       0.111619          0.000022
   208.200000                       0.109171          0.000021
   208.300000                       0.106823          0.000021
   208.400000                       0.104571          0.000020
   208.500000                       0.102408          0.000020
   208.600000                       0.100330          0.000019
   208.700000                       0.098333          0.000019
   208.800000                       0.096413          0.000019
   208.900000                       0.094565          0.000018
   209.000000                       0.092787          0.000018
   209.100000                       0.091075          0.000018
   209.200000                       0.089425          0.000017
   209.300000                       0.087835          0.000017
   209.400000                       0.086303          0.000017
   209.500000                       0.084824          0.000016
   209.600000                       0.083397          0.000016
   209.700000                       0.082020          0.000016
   209.800000                       0.080690          0.000016
   209.900000                       0.079405          0.000015
   210.000000                       0.078163          0.000015
   210.100000                       0.076962          0.000015
   210.200000                       0.075801          0.000015
   210.300000                       0.074678          0.000014
   210.400000                       0.073591          0.000014
   210.500000                       0.072538          0.000014
   210.600000                       0.071519          0.000014
   210.700000                       0.070532          0.000014
   210.800000                       0.069576          0.000013
   210.900000                       0.068649          0.000013
   211.000000                       0.067750          0.000013
   211.100000                       0.066878          0.000013
   211.200000                       0.066032          0.000013
   211.300000                       0.065212          0.000013
   211.400000                       0.064416          0.000012
   211.500000                       0.063642          0.000012
   211.600000                       0.062892          0.000012
   211.700000                       0.062163          0.000012
   211.800000                       0.061454          0.000012
   211.900000                       0.060766          0.000012
   212.000000                       0.060096          0.000012
   212.100000                       0.059446          0.000011
   212.200000                       0.058813          0.000011
   212.300000                       0.058198          0.000011
   212.400000                       0.057599          0.000011
   212.500000                       0.057017          0.000011
   212.600000                       0.056450          0.000011
   212.700000                       0.055898          0.000011
   212.800000                       0.055361          0.000011
   212.900000                       0.054838          0.000011
   213.000000                       0.054328          0.000010
   213.100000                       0.053832          0.000010
   213.200000                       0.053348          0.000010
   213.300000                       0.052877          0.000010
   213.400000                       0.052417          0.000010
   213.500000                       0.051969          0.000010
   213.600000                       0.051533          0.000010
   213.700000                       0.051107          0.000010
   213.800000                       0.050692          0.000010
   213.900000                       0.050287          0.000010
   214.000000                       0.049891          0.000010
   214.100000                       0.049506          0.000010
   214.200000                       0.049130          0.000009
   214.300000                       0.048762          0.000009
   214.400000                       0.048404          0.000009
   214.500000                       0.048054          0.000009
   214.600000                       0.047712          0.000009
   214.700000                       0.047378          0.000009
   214.800000                       0.047052          0.000009
   214.900000                       0.046734          0.000009
   215.000000                       0.046423          0.000009
   215.100000                       0.046119          0.000009
   215.200000                       0.045822          0.000009
   215.300000                       0.045532          0.000009
   215.400000                       0.045249          0.000009
   215.500000                       0.044972          0.000009
   215.600000                       0.044701          0.000009
   215.700000                       0.044436          0.000009
   215.800000                       0.044177          0.000009
   215.900000                       0.043924          0.000008
   216.000000                       0.043676          0.000008
   216.100000                       0.043434          0.000008
   216.200000                       0.043198          0.000008
   216.300000                       0.042966          0.000008
   216.400000                       0.042739          0.000008
   216.500000                       0.042518          0.000008
   216.600000                       0.042301          0.000008
   216.700000                       0.042089          0.000008
   216.800000                       0.041881          0.000008
   216.900000                       0.041678          0.000008
   217.000000                       0.041479          0.000008
   217.100000                       0.041285          0.000008
   217.200000                       0.041094          0.000008
   217.300000                       0.040908          0.000008
   217.400000                       0.040725          0.000008
   217.500000                       0.040547          0.000008
   217.600000                       0.040372          0.000008
   217.700000                       0.040201          0.000008
   217.800000                       0.040033          0.000008
   217.900000                       0.039869          0.000008
   218.000000                       0.039708          0.000008
   218.100000                       0.039551          0.000008
   218.200000                       0.039397          0.000008
   218.300000                       0.039246          0.000008
   218.400000                       0.039098          0.000008
   218.500000                       0.038954          0.000008
   218.600000                       0.038812          0.000007
   218.700000                       0.038673          0.000007
   218.800000                       0.038537          0.000007
   218.900000                       0.038404          0.000007
   219.000000                       0.038274          0.000007
   219.100000                       0.038146          0.000007
   219.200000                       0.038021          0.000007
   219.300000                       0.037898          0.000007
   219.400000                       0.037778          0.000007
   219.500000                       0.037661          0.000007
   219.600000                       0.037545          0.000007
   219.700000                       0.037433          0.000007
   219.800000                       0.037322          0.000007
   219.900000                       0.037214          0.000007
   220.000000                       0.037108          0.000007
   220.100000                       0.037004          0.000007
   220.200000                       0.036903          0.000007
   220.300000                       0.036803          0.000007
   220.400000                       0.036705          0.000007
   220.500000                       0.036610          0.000007
   220.600000                       0.036516          0.000007
   220.700000                       0.036425          0.000007
   220.800000                       0.036335          0.000007
   220.900000                       0.036247          0.000007
   221.000000                       0.036161          0.000007
   221.100000                       0.036077          0.000007
   221.200000                       0.035995          0.000007
   221.300000                       0.035914          0.000007
   221.400000                       0.035835          0.000007
   221.500000                       0.035757          0.000007
   221.600000                       0.035682          0.000007
   221.700000                       0.035607          0.000007
   221.800000                       0.035535          0.000007
   221.900000                       0.035464          0.000007
   222.000000                       0.035394          0.000007
   222.100000                       0.035326          0.000007
   222.200000                       0.035260          0.000007
   222.300000                       0.035195          0.000007
   222.400000                       0.035131          0.000007
   222.500000                       0.035069          0.000007
   222.600000                       0.035008          0.000007
   222.700000                       0.034948          0.000007
   222.800000                       0.034890          0.000007
   222.900000                       0.034833          0.000007
   223.000000                       0.034777          0.000007
   223.100000                       0.034723          0.000007
   223.200000                       0.034669          0.000007
   223.300000                       0.034617          0.000007
   223.400000                       0.034567          0.000007
   223.500000                       0.034517          0.000007
   223.600000                       0.034469          0.000007
   223.700000                       0.034421          0.000007
   223.800000                       0.034375          0.000007
   223.900000                       0.034330          0.000007
   224.000000                       0.034286          0.000007
   224.100000                       0.034243          0.000007
   224.200000                       0.034201          0.000007
   224.300000                       0.034160          0.000007
   224.400000                       0.034120          0.000007
   224.500000                       0.034081          0.000007
   224.600000                       0.034044          0.000007
   224.700000                       0.034007          0.000007
   224.800000                       0.033971          0.000007
   224.900000                       0.033936          0.000007
   225.000000                       0.033902          0.000007
   225.100000                       0.033869          0.000007
   225.200000                       0.033836          0.000007
   225.300000                       0.033805          0.000007
   225.400000                       0.033775          0.000007
   225.500000                       0.033745          0.000007
   225.600000                       0.033716          0.000007
   225.700000                       0.033688          0.000007
   225.800000                       0.033661          0.000006
   225.900000                       0.033635          0.000006
   226.000000                       0.033610          0.000006
   226.100000                       0.033585          0.000006
   226.200000                       0.033561          0.000006
   226.300000                       0.033538          0.000006
   226.400000                       0.033516          0.000006
   226.500000                       0.033494          0.000006
   226.600000                       0.033474          0.000006
   226.700000                       0.033454          0.000006
   226.800000                       0.033434          0.000006
   226.900000                       0.033416          0.000006
   227.000000                       0.033398          0.000006
   227.100000                       0.033380          0.000006
   227.200000                       0.033364          0.000006
   227.300000                       0.033348          0.000006
   227.400000                       0.033333          0.000006
   227.500000                       0.033318          0.000006
   227.600000                       0.033304          0.000006
   227.700000                       0.033291          0.000006
   227.800000                       0.033279          0.000006
   227.900000                       0.033267          0.000006
   228.000000                       0.033255          0.000006
   228.100000                       0.033245          0.000006
   228.200000                       0.033235          0.000006
   228.300000                       0.033225          0.000006
   228.400000                       0.033216          0.000006
   228.500000                       0.033208          0.000006
   228.600000                       0.033200          0.000006
   228.700000                       0.033193          0.000006
   228.800000                       0.033187          0.000006
   228.900000                       0.033181          0.000006
   229.000000                       0.033175          0.000006
   229.100000                       0.033170          0.000006
   229.200000                       0.033166          0.000006
   229.300000                       0.033162          0.000006
   229.400000                       0.033159          0.000006
   229.500000                       0.033156          0.000006
   229.600000                       0.033154          0.000006
   229.700000                       0.033152          0.000006
   229.800000                       0.033151          0.000006
   229.900000                       0.033150          0.000006
   230.000000                       0.033150          0.000006
   230.100000                       0.033150          0.000006
   230.200000                       0.033151          0.000006
   230.300000                       0.033152          0.000006
   230.400000                       0.033154          0.000006
   230.500000                       0.033156          0.000006
   230.600000                       0.033159          0.000006
   230.700000                       0.033162          0.000006
   230.800000                       0.033166          0.000006
   230.900000                       0.033170          0.000006
   231.000000                       0.033174          0.000006
   231.100000                       0.033179          0.000006
   231.200000                       0.033185          0.000006
   231.300000                       0.033190          0.000006
   231.400000                       0.033197          0.000006
   231.500000                       0.033203          0.000006
   231.600000                       0.033211          0.000006
   231.700000                       0.033218          0.000006
   231.800000                       0.033226          0.000006
   231.900000                       0.033235          0.000006
   232.000000                       0.033243          0.000006
   232.100000                       0.033253          0.000006
   232.200000                       0.033262          0.000006
   232.300000                       0.033272          0.000006
   232.400000                       0.033283          0.000006
   232.500000                       0.033294          0.000006
   232.600000                       0.033305          0.000006
   232.700000                       0.033317          0.000006
   232.800000                       0.033329          0.000006
   232.900000                       0.033341          0.000006
   233.000000                       0.033354          0.000006
   233.100000                       0.033367          0.000006
   233.200000                       0.033381          0.000006
   233.300000                       0.033395          0.000006
   233.400000                       0.033409          0.000006
   233.500000                       0.033424          0.000006
   233.600000                       0.033439          0.000006
   233.700000                       0.033454          0.000006
   233.800000                       0.033470          0.000006
   233.900000                       0.033486          0.000006
   234.000000                       0.033502          0.000006
   234.100000                       0.033519          0.000006
   234.200000                       0.033536          0.000006
   234.300000                       0.033554          0.000006
   234.400000                       0.033572          0.000006
   234.500000                       0.033590          0.000006
   234.600000                       0.033609          0.000006
   234.700000                       0.033628          0.000006
   234.800000                       0.033647          0.000006
   234.900000                       0.033666          0.000006
   235.000000                       0.033686          0.000007
   235.100000                       0.033706          0.000007
   235.200000                       0.033727          0.000007
   235.300000                       0.033748          0.000007
   235.400000                       0.033769          0.000007
   235.500000                       0.033791          0.000007
   235.600000                       0.033812          0.000007
   235.700000                       0.033835          0.000007
   235.800000                       0.033857          0.000007
   235.900000                       0.033880          0.000007
   236.000000                       0.033903          0.000007
   236.100000                       0.033927          0.000007
   236.200000                       0.033950          0.000007
   236.300000                       0.033974          0.000007
   236.400000                       0.033999          0.000007
   236.500000                       0.034023          0.000007
   236.600000                       0.034048          0.000007
   236.700000                       0.034074          0.000007
   236.800000                       0.034099          0.000007
   236.900000                       0.034125          0.000007
   237.000000                       0.034151          0.000007
   237.100000                       0.034178          0.000007
   237.200000                       0.034204          0.000007
   237.300000                       0.034231          0.000007
   237.400000                       0.034259          0.000007
   237.500000                       0.034286          0.000007
   237.600000                       0.034314          0.000007
   237.700000                       0.034343          0.000007
   237.800000                       0.034371          0.000007
   237.900000                       0.034400          0.000007
   238.000000                       0.034429          0.000007
   238.100000                       0.034458          0.000007
   238.200000                       0.034488          0.000007
   238.300000                       0.034518          0.000007
   238.400000                       0.034548          0.000007
   238.500000                       0.034579          0.000007
   238.600000                       0.034609          0.000007
   238.700000                       0.034640          0.000007
   238.800000                       0.034672          0.000007
   238.900000                       0.034703          0.000007
   239.000000                       0.034735          0.000007
   239.100000                       0.034767          0.000007
   239.200000                       0.034800          0.000007
   239.300000                       0.034833          0.000007
   239.400000                       0.034866          0.000007
   239.500000                       0.034899          0.000007
   239.600000                       0.034932          0.000007
   239.700000                       0.034966          0.000007
   239.800000                       0.035000          0.000007
   239.900000                       0.035034          0.000007
   240.000000                       0.035069          0.000007
   240.100000                       0.035104          0.000007
   240.200000                       0.035139          0.000007
   240.300000                       0.035174          0.000007
   240.400000                       0.035210          0.000007
   240.500000                       0.035246          0.000007
   240.600000                       0.035282          0.000007
   240.700000                       0.035318          0.000007
   240.800000                       0.035355          0.000007
   240.900000                       0.035392          0.000007
   241.000000                       0.035429          0.000007
   241.100000                       0.035467          0.000007
   241.200000                       0.035505          0.000007
   241.300000                       0.035543          0.000007
   241.400000                       0.035581          0.000007
   241.500000                       0.035619          0.000007
   241.600000                       0.035658          0.000007
   241.700000                       0.035697          0.000007
   241.800000                       0.035736          0.000007
   241.900000                       0.035776          0.000007
   242.000000                       0.035816          0.000007
   242.100000                       0.035856          0.000007
   242.200000                       0.035896          0.000007
   242.300000                       0.035937          0.000007
   242.400000                       0.035977          0.000007
   242.500000                       0.036018          0.000007
   242.600000                       0.036060          0.000007
   242.700000                       0.036101          0.000007
   242.800000                       0.036143          0.000007
   242.900000                       0.036185          0.000007
   243.000000                       0.036227          0.000007
   243.100000                       0.036270          0.000007
   243.200000                       0.036313          0.000007
   243.300000                       0.036356          0.000007
   243.400000                       0.036399          0.000007
   243.500000                       0.036443          0.000007
   243.600000                       0.036487          0.000007
   243.700000                       0.036531          0.000007
   243.800000                       0.036575          0.000007
   243.900000                       0.036620          0.000007
   244.000000                       0.036664          0.000007
   244.100000                       0.036710          0.000007
   244.200000                       0.036755          0.000007
   244.300000                       0.036800          0.000007
   244.400000                       0.036846          0.000007
   244.500000                       0.036892          0.000007
   244.600000                       0.036939          0.000007
   244.700000                       0.036985          0.000007
   244.800000                       0.037032          0.000007
   244.900000                       0.037079          0.000007
   245.000000                       0.037126          0.000007
   245.100000                       0.037174          0.000007
   245.200000                       0.037222          0.000007
   245.300000                       0.037270          0.000007
   245.400000                       0.037318          0.000007
   245.500000                       0.037367          0.000007
   245.600000                       0.037416          0.000007
   245.700000                       0.037465          0.000007
   245.800000                       0.037514          0.000007
   245.900000                       0.037564          0.000007
   246.000000                       0.037613          0.000007
   246.100000                       0.037663          0.000007
   246.200000                       0.037714          0.000007
   246.300000                       0.037764          0.000007
   246.400000                       0.037815          0.000007
   246.500000                       0.037866          0.000007
   246.600000                       0.037917          0.000007
   246.700000                       0.037969          0.000007
   246.800000                       0.038021          0.000007
   246.900000                       0.038073          0.000007
   247.000000                       0.038125          0.000007
   247.100000                       0.038178          0.000007
   247.200000                       0.038230          0.000007
   247.300000                       0.038283          0.000007
   247.400000                       0.038337          0.000007
   247.500000                       0.038390          0.000007
   247.600000                       0.038444          0.000007
   247.700000                       0.038498          0.000007
   247.800000                       0.038552          0.000007
   247.900000                       0.038607          0.000007
   248.000000                       0.038662          0.000007
   248.100000                       0.038717          0.000007
   248.200000                       0.038772          0.000007
   248.300000                       0.038828          0.000007
   248.400000                       0.038884          0.000008
   248.500000                       0.038940          0.000008
   248.600000                       0.038996          0.000008
   248.700000                       0.039052          0.000008
   248.800000                       0.039109          0.000008
   248.900000                       0.039166          0.000008
   249.000000                       0.039224          0.000008
   249.100000                       0.039281          0.000008
   249.200000                       0.039339          0.000008
   249.300000                       0.039397          0.000008
   249.400000                       0.039456          0.000008
   249.500000                       0.039514          0.000008
   249.600000                       0.039573          0.000008
   249.700000                       0.039632          0.000008
   249.800000                       0.039692          0.000008
   249.900000                       0.039751          0.000008
   250.000000                       0.039811          0.000008
   250.100000                       0.039871          0.000008
   250.200000                       0.039932          0.000008
   250.300000                       0.039992          0.000008
   250.400000                       0.040053          0.000008
   250.500000                       0.040115          0.000008
   250.600000                       0.040176          0.000008
   250.700000                       0.040238          0.000008
   250.800000                       0.040300          0.000008
   250.900000                       0.040362          0.000008
   251.000000                       0.040424          0.000008
   251.100000                       0.040487          0.000008
   251.200000                       0.040550          0.000008
   251.300000                       0.040614          0.000008
   251.400000                       0.040677          0.000008
   251.500000                       0.040741          0.000008
   251.600000                       0.040805          0.000008
   251.700000                       0.040869          0.000008
   251.800000                       0.040934          0.000008
   251.900000                       0.040999          0.000008
   252.000000                       0.041064          0.000008
   252.100000                       0.041130          0.000008
   252.200000                       0.041195          0.000008
   252.300000                       0.041261          0.000008
   252.400000                       0.041327          0.000008
   252.500000                       0.041394          0.000008
   252.600000                       0.041461          0.000008
   252.700000                       0.041528          0.000008
   252.800000                       0.041595          0.000008
   252.900000                       0.041663          0.000008
   253.000000                       0.041731          0.000008
   253.100000                       0.041799          0.000008
   253.200000                       0.041867          0.000008
   253.300000                       0.041936          0.000008
   253.400000                       0.042005          0.000008
   253.500000                       0.042074          0.000008
   253.600000                       0.042144          0.000008
   253.700000                       0.042214          0.000008
   253.800000                       0.042284          0.000008
   253.900000                       0.042354          0.000008
   254.000000                       0.042425          0.000008
   254.100000                       0.042496          0.000008
   254.200000                       0.042567          0.000008
   254.300000                       0.042638          0.000008
   254.400000                       0.042710          0.000008
   254.500000                       0.042782          0.000008
   254.600000                       0.042855          0.000008
   254.700000                       0.042927          0.000008
   254.800000                       0.043000          0.000008
   254.900000                       0.043073          0.000008
   255.000000                       0.043147          0.000008
   255.100000                       0.043221          0.000008
   255.200000                       0.043295          0.000008
   255.300000                       0.043369          0.000008
   255.400000                       0.043444          0.000008
   255.500000                       0.043519          0.000008
   255.600000                       0.043594          0.000008
   255.700000                       0.043670          0.000008
   255.800000                       0.043745          0.000008
   255.900000                       0.043822          0.000008
   256.000000                       0.043898          0.000008
   256.100000                       0.043975          0.000008
   256.200000                       0.044052          0.000009
   256.300000                       0.044129          0.000009
   256.400000                       0.044207          0.000009
   256.500000                       0.044285          0.000009
   256.600000                       0.044363          0.000009
   256.700000                       0.044441          0.000009
   256.800000                       0.044520          0.000009
   256.900000                       0.044599          0.000009
   257.000000                       0.044679          0.000009
   257.100000                       0.044759          0.000009
   257.200000                       0.044839          0.000009
   257.300000                       0.044919          0.000009
   257.400000                       0.045000          0.000009
   257.500000                       0.045081          0.000009
   257.600000                       0.045162          0.000009
   257.700000                       0.045244          0.000009
   257.800000                       0.045326          0.000009
   257.900000                       0.045408          0.000009
   258.000000                       0.045490          0.000009
   258.100000                       0.045573          0.000009
   258.200000                       0.045657          0.000009
   258.300000                       0.045740          0.000009
   258.400000                       0.045824          0.000009
   258.500000                       0.045908          0.000009
   258.600000                       0.045993          0.000009
   258.700000                       0.046077          0.000009
   258.800000                       0.046163          0.000009
   258.900000                       0.046248          0.000009
   259.000000                       0.046334          0.000009
   259.100000                       0.046420          0.000009
   259.200000                       0.046506          0.000009
   259.300000                       0.046593          0.000009
   259.400000                       0.046680          0.000009
   259.500000                       0.046768          0.000009
   259.600000                       0.046855          0.000009
   259.700000                       0.046944          0.000009
   259.800000                       0.047032          0.000009
   259.900000                       0.047121          0.000009
   260.000000                       0.047210          0.000009
   260.100000                       0.047299          0.000009
   260.200000                       0.047389          0.000009
   260.300000                       0.047479          0.000009
   260.400000                       0.047570          0.000009
   260.500000                       0.047661          0.000009
   260.600000                       0.047752          0.000009
   260.700000                       0.047843          0.000009
   260.800000                       0.047935          0.000009
   260.900000                       0.048027          0.000009
   261.000000                       0.048120          0.000009
   261.100000                       0.048213          0.000009
   261.200000                       0.048306          0.000009
   261.300000                       0.048400          0.000009
   261.400000                       0.048494          0.000009
   261.500000                       0.048588          0.000009
   261.600000                       0.048683          0.000009
   261.700000                       0.048778          0.000009
   261.800000                       0.048873          0.000009
   261.900000                       0.048969          0.000009
   262.000000                       0.049065          0.000009
   262.100000                       0.049162          0.000009
   262.200000                       0.049259          0.000010
   262.300000                       0.049356          0.000010
   262.400000                       0.049453          0.000010
   262.500000                       0.049551          0.000010
   262.600000                       0.049650          0.000010
   262.700000                       0.049749          0.000010
   262.800000                       0.049848          0.000010
   262.900000                       0.049947          0.000010
   263.000000                       0.050047          0.000010
   263.100000                       0.050147          0.000010
   263.200000                       0.050248          0.000010
   263.300000                       0.050349          0.000010
   263.400000                       0.050450          0.000010
   263.500000                       0.050552          0.000010
   263.600000                       0.050654          0.000010
   263.700000                       0.050757          0.000010
   263.800000                       0.050860          0.000010
   263.900000                       0.050963          0.000010
   264.000000                       0.051067          0.000010
   264.100000                       0.051171          0.000010
   264.200000                       0.051276          0.000010
   264.300000                       0.051381          0.000010
   264.400000                       0.051486          0.000010
   264.500000                       0.051592          0.000010
   264.600000                       0.051698          0.000010
   264.700000                       0.051804          0.000010
   264.800000                       0.051911          0.000010
   264.900000                       0.052019          0.000010
   265.000000                       0.052126          0.000010
   265.100000                       0.052235          0.000010
   265.200000                       0.052343          0.000010
   265.300000                       0.052452          0.000010
   265.400000                       0.052562          0.000010
   265.500000                       0.052672          0.000010
   265.600000                       0.052782          0.000010
   265.700000                       0.052893          0.000010
   265.800000                       0.053004          0.000010
   265.900000                       0.053115          0.000010
   266.000000                       0.053227          0.000010
   266.100000                       0.053340          0.000010
   266.200000                       0.053452          0.000010
   266.300000                       0.053566          0.000010
   266.400000                       0.053679          0.000010
   266.500000                       0.053794          0.000010
   266.600000                       0.053908          0.000010
   266.700000                       0.054023          0.000010
   266.800000                       0.054139          0.000010
   266.900000                       0.054255          0.000010
   267.000000                       0.054371          0.000010
   267.100000                       0.054488          0.000011
   267.200000                       0.054605          0.000011
   267.300000                       0.054723          0.000011
   267.400000                       0.054841          0.000011
   267.500000                       0.054960          0.000011
   267.600000                       0.055079          0.000011
   267.700000                       0.055198          0.000011
   267.800000                       0.055318          0.000011
   267.900000                       0.055439          0.000011
   268.000000                       0.055560          0.000011
   268.100000                       0.055681          0.000011
   268.200000                       0.055803          0.000011
   268.300000                       0.055925          0.000011
   268.400000                       0.056048          0.000011
   268.500000                       0.056171          0.000011
   268.600000                       0.056295          0.000011
   268.700000                       0.056420          0.000011
   268.800000                       0.056544          0.000011
   268.900000                       0.056670          0.000011
   269.000000                       0.056795          0.000011
   269.100000                       0.056922          0.000011
   269.200000                       0.057048          0.000011
   269.300000                       0.057175          0.000011
   269.400000                       0.057303          0.000011
   269.500000                       0.057431          0.000011
   269.600000                       0.057560          0.000011
   269.700000                       0.057689          0.000011
   269.800000                       0.057819          0.000011
   269.900000                       0.057949          0.000011
   270.000000                       0.058080          0.000011
   270.100000                       0.058211          0.000011
   270.200000                       0.058343          0.000011
   270.300000                       0.058475          0.000011
   270.400000                       0.058608          0.000011
   270.500000                       0.058742          0.000011
   270.600000                       0.058875          0.000011
   270.700000                       0.059010          0.000011
   270.800000                       0.059145          0.000011
   270.900000                       0.059280          0.000011
   271.000000                       0.059416          0.000011
   271.100000                       0.059553          0.000011
   271.200000                       0.059690          0.000012
   271.300000                       0.059828          0.000012
   271.400000                       0.059966          0.000012
   271.500000                       0.060105          0.000012
   271.600000                       0.060244          0.000012
   271.700000                       0.060384          0.000012
   271.800000                       0.060524          0.000012
   271.900000                       0.060665          0.000012
   272.000000                       0.060806          0.000012
   272.100000                       0.060949          0.000012
